Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toLong(String,long)",4,27,0,10,1,6,17,2,3,0,3,6,1,5,3,3,3,3,2,2,1,2,1.70
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toScaledBigDecimal(BigDecimal),4,15,0,3,1,1,12,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,4.00
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toScaledBigDecimal(BigDecimal,int,RoundingMode)",7,21,0,9,1,6,12,2,2,0,2,4,1,3,3,3,3,1,1,0,1,0,1.33
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toScaledBigDecimal(Double),4,15,0,3,1,1,12,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,4.00
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toScaledBigDecimal(Double,int,RoundingMode)",5,22,0,10,1,7,12,3,2,0,2,4,1,3,2,2,2,1,1,0,1,0,1.20
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toScaledBigDecimal(Float),4,15,0,3,1,1,12,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,4.00
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toScaledBigDecimal(Float,int,RoundingMode)",5,22,0,10,1,7,12,3,2,0,2,4,1,3,2,2,2,1,1,0,1,0,1.20
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toScaledBigDecimal(String),4,15,0,3,1,1,12,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,4.00
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toScaledBigDecimal(String,int,RoundingMode)",5,22,0,10,1,7,12,3,2,0,2,4,1,3,2,2,2,1,1,0,1,0,1.20
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toShort(String),2,20,0,3,1,1,17,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,5.67
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toShort(String,short)",4,27,0,10,1,6,17,2,3,0,3,6,1,5,3,3,3,3,2,2,1,2,1.70
Private Static Method,org.apache.commons.lang3.math.NumberUtils.validateArray(Object),13,10,0,4,1,2,6,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.50
Private Static Method,"org.apache.commons.lang3.math.NumberUtils.withDecimalsParsing(String,int)",3,16,0,16,3,10,0,4,7,1,8,13,4,9,5,5,6,4,6,6,2,6,0.00
Public Method,org.apache.commons.lang3.math.NumberUtilsTest.TestLang747(),0,35,3,28,1,26,4,5,1,0,26,27,1,26,1,1,1,1,0,0,0,0,0.14
Private Method,org.apache.commons.lang3.math.NumberUtilsTest.checkCreateNumber(String),4,8,0,8,2,5,0,2,2,0,3,5,2,3,2,2,2,1,1,0,1,0,0.00
Public Method,org.apache.commons.lang3.math.NumberUtilsTest.compareByte(),0,5,0,5,1,3,0,3,1,0,3,4,1,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.math.NumberUtilsTest.compareInt(),0,5,0,5,1,3,0,3,1,0,3,4,1,3,1,1,1,1,0,0,0,0,0.00
Private Method,"org.apache.commons.lang3.math.NumberUtilsTest.compareIsCreatableWithCreateNumber(String,boolean)",7,7,0,7,3,5,0,3,1,0,3,4,3,1,1,1,2,1,0,0,0,0,0.00
Private Method,"org.apache.commons.lang3.math.NumberUtilsTest.compareIsNumberWithCreateNumber(String,boolean)",8,7,0,7,3,5,0,3,1,0,3,4,3,1,1,1,2,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.math.NumberUtilsTest.compareLong(),0,5,0,5,1,3,0,3,1,0,3,4,1,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.math.NumberUtilsTest.compareShort(),0,5,0,5,1,3,0,3,1,0,3,4,1,3,1,1,1,1,0,0,0,0,0.00
